item_id;pedido_id;produto_id;quantidade;preco_unitario
1113;448;1;2;4500.0
1114;448;6;2;350.0
1115;449;4;1;1200.0
1116;449;6;1;350.0
1117;450;1;2;4500.0
1118;450;5;1;1500.0
1119;450;3;2;200.0
1120;451;5;1;1500.0
1121;451;3;1;200.0
1122;451;7;1;400.0
1123;452;1;1;4500.0
1124;452;2;2;120.0
1125;453;2;1;120.0
1126;453;5;2;1500.0
1127;454;2;2;120.0
1128;454;6;1;350.0
1129;454;5;2;1500.0
1130;455;4;2;1200.0
1131;455;6;2;350.0
1132;455;2;1;120.0
1133;456;6;1;350.0
1134;456;4;1;1200.0
1135;456;2;2;120.0
1136;457;6;1;350.0
1137;457;3;2;200.0
1138;458;3;2;200.0
1139;458;4;1;1200.0
1140;459;1;1;4500.0
1141;459;3;1;200.0
1142;460;1;2;4500.0
1143;460;3;2;200.0
1144;460;7;1;400.0
1145;460;6;1;350.0
1146;461;1;1;4500.0
1147;461;7;2;400.0
1148;461;4;1;1200.0
1149;462;2;2;120.0
1150;463;1;2;4500.0
1151;463;5;1;1500.0
1152;463;3;1;200.0
1153;463;6;1;350.0
1154;464;7;2;400.0
1155;464;4;2;1200.0
1156;464;2;2;120.0
1157;465;3;1;200.0
1158;465;1;1;4500.0
1159;466;4;2;1200.0
1160;466;5;1;1500.0
1161;467;6;2;350.0
1162;467;2;2;120.0
1163;467;5;1;1500.0
1164;468;3;2;200.0
1165;468;4;2;1200.0
1166;468;5;1;1500.0
1167;468;7;2;400.0
1168;469;3;2;200.0
1169;470;7;1;400.0
1170;470;1;1;4500.0
1171;470;6;1;350.0
1172;471;5;1;1500.0
1173;471;1;2;4500.0
1174;472;7;2;400.0
1175;472;1;2;4500.0
1176;472;4;1;1200.0
1177;472;2;2;120.0
1178;473;5;1;1500.0
1179;474;6;2;350.0
1180;475;2;1;120.0
1181;475;6;2;350.0
1182;475;5;1;1500.0
1183;476;2;2;120.0
1184;476;1;1;4500.0
1185;477;1;2;4500.0
1186;477;4;1;1200.0
1187;477;6;2;350.0
1188;478;3;1;200.0
1189;479;3;2;200.0
1190;480;3;2;200.0
1191;480;7;1;400.0
1192;480;2;2;120.0
1193;480;1;1;4500.0
1194;481;5;1;1500.0
1195;481;4;2;1200.0
1196;481;1;2;4500.0
1197;481;3;2;200.0
1198;482;1;1;4500.0
1199;482;7;2;400.0
1200;482;3;2;200.0
1201;483;1;2;4500.0
1202;484;2;2;120.0
1203;484;1;1;4500.0
1204;484;5;2;1500.0
1205;484;7;1;400.0
1206;485;7;2;400.0
1207;485;6;1;350.0
1208;486;4;2;1200.0
1209;486;3;1;200.0
1210;486;6;2;350.0
1211;486;5;1;1500.0
1212;487;6;2;350.0
1213;487;4;2;1200.0
1214;487;2;1;120.0
1215;487;5;2;1500.0
1216;488;1;2;4500.0
1217;488;2;1;120.0
1218;489;4;2;1200.0
1219;489;7;1;400.0
1220;490;6;2;350.0
1221;490;2;2;120.0
1222;491;4;2;1200.0
1223;492;7;2;400.0
1224;492;6;2;350.0
1225;492;2;1;120.0
1226;492;3;1;200.0
1227;493;7;1;400.0
1228;494;2;1;120.0
1229;494;3;1;200.0
1230;495;6;2;350.0
1231;496;5;2;1500.0
1232;496;6;2;350.0
1233;496;1;2;4500.0
1234;496;4;2;1200.0
1235;497;7;2;400.0
1236;498;5;1;1500.0
1237;498;2;1;120.0
1238;499;7;1;400.0
1239;499;1;2;4500.0
1240;499;3;1;200.0
1241;500;6;1;350.0
1242;500;1;1;4500.0
1243;500;5;1;1500.0
1244;500;2;1;120.0
1245;501;4;2;1200.0
1246;501;1;1;4500.0
1247;502;4;1;1200.0
1248;502;1;1;4500.0
1249;503;4;2;1200.0
1250;504;6;1;350.0
1251;504;7;2;400.0
1252;504;2;2;120.0
1253;505;1;2;4500.0
1254;505;5;1;1500.0
1255;505;4;2;1200.0
1256;505;7;2;400.0
1257;506;3;1;200.0
1258;506;6;2;350.0
1259;506;4;1;1200.0
1260;507;1;1;4500.0
1261;507;7;2;400.0
1262;508;3;2;200.0
1263;508;4;1;1200.0
1264;509;2;2;120.0
1265;509;3;2;200.0
1266;509;4;1;1200.0
1267;509;6;1;350.0
1268;510;6;1;350.0
1269;511;3;2;200.0
1270;511;6;1;350.0
1271;511;7;2;400.0
1272;512;5;1;1500.0
1273;512;4;1;1200.0
1274;513;6;1;350.0
1275;513;7;1;400.0
1276;514;2;2;120.0
1277;514;6;1;350.0
1278;515;5;2;1500.0
1279;516;6;1;350.0
1280;516;4;1;1200.0
1281;516;2;1;120.0
1282;517;4;2;1200.0
1283;517;5;2;1500.0
1284;518;4;2;1200.0
1285;518;6;1;350.0
1286;518;1;2;4500.0
1287;519;5;2;1500.0
1288;519;7;1;400.0
1289;519;1;2;4500.0
1290;519;2;1;120.0
1291;520;7;1;400.0
1292;521;4;1;1200.0
1293;521;6;2;350.0
1294;521;5;2;1500.0
1295;521;1;2;4500.0
1296;522;5;1;1500.0
1297;522;3;1;200.0
1298;522;2;1;120.0
1299;522;7;1;400.0
1300;523;5;2;1500.0
1301;523;6;1;350.0
1302;523;7;2;400.0
1303;523;3;2;200.0
1304;524;2;1;120.0
1305;525;5;1;1500.0
1306;526;1;2;4500.0
1307;526;6;1;350.0
1308;526;2;2;120.0
1309;527;6;1;350.0
1310;528;5;1;1500.0
1311;528;1;2;4500.0
1312;529;3;2;200.0
1313;529;1;1;4500.0
1314;529;5;2;1500.0
1315;530;3;2;200.0
1316;530;1;1;4500.0
1317;530;6;2;350.0
1318;531;3;1;200.0
1319;531;1;2;4500.0
1320;532;7;1;400.0
1321;532;6;2;350.0
1322;532;5;1;1500.0
1323;533;3;2;200.0
1324;533;2;1;120.0
1325;533;5;2;1500.0
1326;534;6;2;350.0
1327;534;7;2;400.0
1328;535;4;2;1200.0
1329;535;1;1;4500.0
1330;536;2;1;120.0
1331;536;7;2;400.0
1332;536;6;1;350.0
1333;536;4;2;1200.0
1334;537;2;1;120.0
1335;537;4;1;1200.0
1336;538;1;1;4500.0
1337;538;4;2;1200.0
1338;539;1;1;4500.0
1339;539;6;1;350.0
1340;539;5;2;1500.0
1341;539;2;2;120.0
1342;540;1;1;4500.0
1343;541;2;1;120.0
1344;542;3;1;200.0
1345;543;7;1;400.0
1346;544;5;2;1500.0
1347;545;2;1;120.0
1348;546;7;2;400.0
1349;546;5;2;1500.0
1350;546;4;2;1200.0
1351;546;2;1;120.0
1352;547;1;2;4500.0
1353;547;5;1;1500.0
1354;548;7;1;400.0
1355;549;5;2;1500.0
1356;550;5;2;1500.0
1357;551;1;1;4500.0
1358;551;2;1;120.0
1359;552;4;1;1200.0
1360;552;2;2;120.0
1361;552;3;1;200.0
1362;552;5;2;1500.0
1363;553;1;1;4500.0
1364;553;2;2;120.0
1365;554;1;1;4500.0
1366;554;5;2;1500.0
1367;554;3;1;200.0
1368;555;5;1;1500.0
1369;556;4;2;1200.0
1370;556;5;1;1500.0
1371;557;2;2;120.0
1372;557;6;1;350.0
1373;557;3;2;200.0
1374;557;5;2;1500.0
1375;558;3;1;200.0
1376;558;6;1;350.0
1377;558;1;1;4500.0
1378;559;2;2;120.0
1379;559;4;1;1200.0
1380;559;6;1;350.0
1381;560;6;2;350.0
1382;560;3;1;200.0
1383;560;2;1;120.0
1384;560;1;2;4500.0
1385;561;3;2;200.0
1386;561;4;2;1200.0
1387;561;6;2;350.0
1388;562;7;1;400.0
1389;562;6;2;350.0
1390;563;5;1;1500.0
1391;563;4;2;1200.0
1392;563;7;1;400.0
1393;563;6;2;350.0
1394;564;6;1;350.0
1395;564;1;2;4500.0
1396;565;2;1;120.0
1397;566;5;1;1500.0
1398;566;4;1;1200.0
1399;566;2;2;120.0
1400;567;7;2;400.0
1401;567;2;1;120.0
1402;567;3;2;200.0
1403;568;2;1;120.0
1404;568;7;1;400.0
1405;569;6;1;350.0
1406;570;6;1;350.0
1407;570;1;1;4500.0
1408;570;4;1;1200.0
1409;570;3;2;200.0
1410;571;1;2;4500.0
1411;571;2;1;120.0
1412;572;2;1;120.0
1413;573;5;2;1500.0
1414;574;7;2;400.0
1415;574;2;1;120.0
1416;575;4;2;1200.0
1417;575;7;1;400.0
1418;575;3;2;200.0
1419;576;2;1;120.0
1420;577;5;1;1500.0
1421;578;1;2;4500.0
1422;578;4;2;1200.0
1423;579;5;1;1500.0
1424;579;7;2;400.0
1425;579;3;1;200.0
1426;580;1;1;4500.0
1427;580;5;1;1500.0
1428;580;4;2;1200.0
1429;581;2;2;120.0
1430;582;7;1;400.0
1431;582;6;2;350.0
1432;583;3;1;200.0
1433;583;6;1;350.0
1434;583;4;2;1200.0
1435;583;5;2;1500.0
1436;584;3;1;200.0
1437;584;1;1;4500.0
1438;585;5;1;1500.0
1439;585;3;2;200.0
1440;585;1;1;4500.0
1441;586;1;1;4500.0
1442;587;7;2;400.0
1443;588;5;1;1500.0
1444;588;2;1;120.0
1445;589;1;1;4500.0
1446;589;5;2;1500.0
1447;589;6;1;350.0
1448;590;3;1;200.0
1449;591;1;2;4500.0
1450;591;3;1;200.0
1451;591;6;2;350.0
1452;592;6;2;350.0
1453;592;3;2;200.0
1454;592;2;1;120.0
1455;592;1;1;4500.0
1456;593;5;2;1500.0
1457;594;5;1;1500.0
1458;594;1;2;4500.0
1459;594;3;1;200.0
1460;594;2;1;120.0
1461;595;2;1;120.0
1462;595;6;1;350.0
1463;596;4;2;1200.0
1464;596;2;2;120.0
1465;596;3;2;200.0
1466;597;6;2;350.0
1467;598;2;1;120.0
1468;598;5;1;1500.0
1469;599;1;1;4500.0
1470;599;7;2;400.0
1471;599;2;1;120.0
1472;599;3;2;200.0
1473;600;2;1;120.0
1474;600;3;2;200.0
1475;600;7;2;400.0
1476;601;1;2;4500.0
1477;601;7;2;400.0
1478;601;2;2;120.0
1479;602;7;1;400.0
1480;602;4;2;1200.0
1481;602;2;1;120.0
1482;603;7;2;400.0
1483;603;3;1;200.0
1484;603;4;2;1200.0
1485;604;5;2;1500.0
1486;604;7;1;400.0
1487;604;3;2;200.0
1488;605;3;1;200.0
1489;605;6;1;350.0
1490;605;1;1;4500.0
1491;605;5;1;1500.0
1492;606;4;2;1200.0
1493;606;2;1;120.0
1494;606;5;1;1500.0
1495;607;7;2;400.0
1496;607;4;2;1200.0
1497;607;1;2;4500.0
1498;607;3;1;200.0
1499;608;2;1;120.0
1500;609;7;2;400.0
1501;609;4;1;1200.0
1502;609;2;2;120.0
1503;609;6;2;350.0
1504;610;2;2;120.0
1505;610;6;2;350.0
1506;610;4;1;1200.0
1507;610;1;1;4500.0
1508;611;2;1;120.0
1509;611;6;2;350.0
1510;611;7;1;400.0
1511;611;3;2;200.0
1512;612;4;1;1200.0
1513;612;2;2;120.0
1514;612;1;2;4500.0
1515;612;6;2;350.0
1516;613;1;1;4500.0
1517;613;2;2;120.0
1518;614;1;1;4500.0
1519;614;3;2;200.0
1520;614;4;1;1200.0
1521;614;5;1;1500.0
1522;615;4;2;1200.0
1523;616;2;2;120.0
1524;616;7;2;400.0
1525;616;3;2;200.0
1526;617;6;2;350.0
1527;617;4;2;1200.0
1528;618;5;1;1500.0
1529;619;6;1;350.0
1530;620;6;1;350.0
1531;620;7;1;400.0
1532;620;3;2;200.0
1533;621;4;1;1200.0
1534;621;3;2;200.0
1535;622;5;2;1500.0
1536;622;6;1;350.0
1537;622;1;2;4500.0
1538;623;1;1;4500.0
1539;624;4;1;1200.0
1540;624;6;2;350.0
1541;625;3;1;200.0
1542;625;2;1;120.0
1543;626;7;2;400.0
1544;626;3;2;200.0
1545;626;1;1;4500.0
1546;627;6;2;350.0
1547;627;4;2;1200.0
1548;627;7;2;400.0
1549;627;5;2;1500.0
1550;628;2;2;120.0
1551;629;3;2;200.0
1552;629;2;2;120.0
1553;629;5;2;1500.0
1554;629;6;2;350.0
1555;630;6;1;350.0
1556;630;5;1;1500.0
1557;630;1;1;4500.0
1558;631;5;2;1500.0
1559;632;4;1;1200.0
1560;633;5;2;1500.0
1561;633;7;1;400.0
1562;633;1;1;4500.0
1563;633;3;2;200.0
1564;634;1;2;4500.0
1565;634;2;2;120.0
1566;634;4;2;1200.0
1567;634;7;2;400.0
1568;635;3;1;200.0
1569;636;3;2;200.0
1570;636;6;2;350.0
1571;636;7;1;400.0
1572;637;4;1;1200.0
1573;638;1;1;4500.0
1574;639;7;2;400.0
1575;639;5;2;1500.0
1576;639;6;1;350.0
1577;640;2;2;120.0
1578;640;5;1;1500.0
1579;640;4;2;1200.0
1580;640;7;1;400.0
1581;641;6;1;350.0
1582;641;2;2;120.0
1583;641;4;1;1200.0
1584;641;3;1;200.0
1585;642;5;2;1500.0
1586;642;1;2;4500.0
1587;643;3;1;200.0
1588;643;2;1;120.0
1589;644;4;1;1200.0
1590;645;1;1;4500.0
1591;645;5;2;1500.0
1592;646;6;1;350.0
1593;647;6;1;350.0
1594;647;7;1;400.0
1595;647;3;2;200.0
1596;647;2;1;120.0
1597;648;6;2;350.0
1598;648;4;1;1200.0
1599;649;1;1;4500.0
1600;649;2;1;120.0
1601;649;7;2;400.0
1602;650;1;1;4500.0
1603;651;3;1;200.0
1604;651;2;2;120.0
1605;651;1;2;4500.0
1606;652;4;2;1200.0
1607;652;1;1;4500.0
1608;653;1;2;4500.0
1609;653;4;2;1200.0
1610;653;7;2;400.0
1611;653;2;2;120.0
1612;654;2;1;120.0
1613;654;3;1;200.0
1614;655;1;2;4500.0
1615;656;4;1;1200.0
1616;656;5;1;1500.0
1617;656;6;2;350.0
1618;657;2;1;120.0
1619;658;5;1;1500.0
1620;659;7;1;400.0
1621;659;3;1;200.0
1622;660;3;1;200.0
1623;661;1;1;4500.0
1624;661;6;2;350.0
1625;662;4;2;1200.0
1626;662;2;2;120.0
1627;662;1;2;4500.0
1628;663;4;2;1200.0
1629;663;5;1;1500.0
1630;663;7;1;400.0
1631;663;2;2;120.0
1632;664;1;1;4500.0
1633;664;5;1;1500.0
1634;664;6;2;350.0
1635;664;3;2;200.0
1636;665;4;1;1200.0
1637;665;5;2;1500.0
1638;665;3;2;200.0
1639;665;6;1;350.0
1640;666;3;2;200.0
1641;666;6;1;350.0
1642;666;1;1;4500.0
1643;667;5;2;1500.0
1644;667;4;2;1200.0
1645;667;3;1;200.0
1646;668;2;2;120.0
1647;669;7;1;400.0
1648;669;2;1;120.0
1649;669;3;2;200.0
1650;669;6;2;350.0
1651;670;7;1;400.0
1652;670;3;1;200.0
1653;671;6;1;350.0
1654;671;1;2;4500.0
1655;671;3;2;200.0
1656;672;5;2;1500.0
1657;672;1;2;4500.0
1658;673;5;1;1500.0
1659;673;2;2;120.0
1660;674;5;2;1500.0
1661;675;3;1;200.0
1662;675;7;2;400.0
1663;675;2;2;120.0
1664;675;5;1;1500.0
1665;676;4;2;1200.0
1666;676;1;1;4500.0
1667;676;6;2;350.0
1668;677;2;1;120.0
1669;677;5;1;1500.0
1670;677;1;2;4500.0
1671;677;3;2;200.0
1672;678;7;1;400.0
1673;678;4;1;1200.0
1674;679;6;2;350.0
1675;679;1;1;4500.0
1676;679;7;2;400.0
1677;680;3;2;200.0
1678;680;7;1;400.0
1679;680;6;2;350.0
1680;681;5;2;1500.0
1681;681;1;2;4500.0
1682;681;4;1;1200.0
1683;681;3;2;200.0
1684;682;1;1;4500.0
1685;683;7;1;400.0
1686;684;1;2;4500.0
1687;684;3;1;200.0
1688;685;1;2;4500.0
1689;685;2;1;120.0
1690;686;3;1;200.0
1691;687;1;2;4500.0
1692;688;3;2;200.0
1693;689;3;2;200.0
1694;689;6;1;350.0
1695;689;2;1;120.0
1696;689;5;2;1500.0
1697;690;7;2;400.0
1698;690;5;2;1500.0
1699;691;5;1;1500.0
1700;692;6;2;350.0
1701;692;4;1;1200.0
1702;692;3;1;200.0
1703;692;5;2;1500.0
1704;693;6;1;350.0
1705;693;1;1;4500.0
1706;693;3;1;200.0
1707;694;4;1;1200.0
1708;695;1;1;4500.0
1709;695;6;2;350.0
1710;696;2;1;120.0
1711;696;4;2;1200.0
1712;696;1;2;4500.0
1713;696;3;2;200.0
1714;697;7;1;400.0
1715;697;5;1;1500.0
1716;698;3;2;200.0
1717;698;4;1;1200.0
1718;699;2;1;120.0
1719;699;1;2;4500.0
1720;699;3;1;200.0
1721;699;4;1;1200.0
1722;700;1;1;4500.0
1723;700;6;2;350.0
1724;700;7;1;400.0
1725;700;2;2;120.0
1726;701;4;2;1200.0
1727;702;3;1;200.0
1728;702;1;2;4500.0
1729;702;5;2;1500.0
1730;703;2;2;120.0
1731;703;4;2;1200.0
1732;704;4;2;1200.0
1733;705;1;2;4500.0
1734;705;7;1;400.0
1735;705;4;2;1200.0
1736;706;4;2;1200.0
1737;706;2;2;120.0
1738;707;1;1;4500.0
1739;707;6;1;350.0
1740;707;7;1;400.0
1741;707;2;1;120.0
1742;708;5;2;1500.0
1743;709;1;1;4500.0
1744;709;5;2;1500.0
1745;710;5;2;1500.0
1746;710;6;2;350.0
1747;711;1;1;4500.0
1748;711;2;1;120.0
1749;711;3;1;200.0
1750;711;4;2;1200.0
1751;712;6;1;350.0
1752;712;5;1;1500.0
1753;712;3;1;200.0
1754;713;6;2;350.0
1755;713;3;1;200.0
1756;713;2;1;120.0
1757;713;5;1;1500.0
1758;714;4;2;1200.0
1759;714;2;2;120.0
1760;714;1;2;4500.0
1761;715;2;2;120.0
1762;716;2;1;120.0
1763;717;4;2;1200.0
1764;717;5;1;1500.0
1765;717;1;2;4500.0
1766;718;1;1;4500.0
1767;719;7;1;400.0
1768;719;2;1;120.0
1769;719;5;1;1500.0
1770;720;3;2;200.0
1771;721;4;2;1200.0
1772;721;6;2;350.0
1773;721;3;2;200.0
1774;721;5;2;1500.0
1775;722;7;2;400.0
1776;723;6;2;350.0
1777;723;3;1;200.0
1778;723;5;2;1500.0
1779;724;2;2;120.0
1780;725;6;2;350.0
1781;725;2;2;120.0
1782;726;2;2;120.0
1783;727;2;1;120.0
1784;727;6;2;350.0
1785;727;1;1;4500.0
1786;728;6;2;350.0
1787;728;7;1;400.0
1788;728;5;2;1500.0
1789;729;3;2;200.0
1790;729;4;2;1200.0
1791;729;5;2;1500.0
1792;730;1;2;4500.0
1793;730;5;1;1500.0
1794;731;7;2;400.0
1795;731;4;1;1200.0
1796;731;5;1;1500.0
1797;731;3;2;200.0
1798;732;4;1;1200.0
1799;732;6;2;350.0
1800;733;3;2;200.0
1801;733;4;1;1200.0
1802;734;1;1;4500.0
1803;734;4;2;1200.0
1804;734;7;1;400.0
1805;735;4;2;1200.0
1806;736;4;2;1200.0
1807;737;1;2;4500.0
1808;738;3;1;200.0
1809;738;7;1;400.0
1810;739;2;2;120.0
1811;739;6;1;350.0
1812;739;7;2;400.0
1813;740;1;2;4500.0
1814;740;4;1;1200.0
1815;741;4;2;1200.0
1816;741;7;2;400.0
1817;741;1;1;4500.0
1818;741;3;2;200.0
1819;742;7;1;400.0
1820;742;5;2;1500.0
1821;742;2;1;120.0
1822;743;5;1;1500.0
1823;743;2;2;120.0
1824;743;3;2;200.0
1825;743;7;1;400.0
1826;744;7;2;400.0
1827;744;4;2;1200.0
1828;744;1;2;4500.0
1829;744;2;2;120.0
1830;745;4;2;1200.0
1831;745;7;2;400.0
1832;745;6;1;350.0
1833;746;7;2;400.0
1834;747;7;1;400.0
1835;748;7;2;400.0
1836;748;2;1;120.0
1837;748;5;2;1500.0
1838;749;7;2;400.0
1839;750;4;1;1200.0
1840;750;6;2;350.0
1841;751;7;2;400.0
1842;751;1;1;4500.0
1843;751;6;2;350.0
1844;751;5;1;1500.0
1845;752;5;1;1500.0
1846;752;4;1;1200.0
1847;752;3;1;200.0
1848;753;5;2;1500.0
1849;753;2;1;120.0
1850;754;6;1;350.0
1851;754;7;2;400.0
1852;755;6;1;350.0
1853;755;1;1;4500.0
1854;755;4;1;1200.0
1855;756;2;1;120.0
1856;757;2;1;120.0
1857;758;4;1;1200.0
1858;759;4;2;1200.0
1859;759;1;2;4500.0
1860;759;6;1;350.0
1861;759;3;1;200.0
1862;760;7;1;400.0
1863;760;5;2;1500.0
1864;760;4;1;1200.0
1865;761;2;1;120.0
1866;762;2;1;120.0
1867;762;5;2;1500.0
1868;763;3;2;200.0
1869;763;7;2;400.0
1870;763;1;2;4500.0
1871;763;4;2;1200.0
1872;764;4;2;1200.0
1873;765;2;1;120.0
1874;765;1;2;4500.0
1875;765;3;1;200.0
1876;765;4;2;1200.0
1877;766;6;2;350.0
1878;767;3;1;200.0
1879;768;6;1;350.0
1880;768;4;2;1200.0
1881;768;3;1;200.0
1882;768;1;2;4500.0
1883;769;5;2;1500.0
1884;769;1;2;4500.0
1885;769;2;2;120.0
1886;769;7;1;400.0
1887;770;7;2;400.0
1888;770;6;1;350.0
1889;770;3;2;200.0
1890;771;4;1;1200.0
1891;771;5;2;1500.0
1892;771;2;2;120.0
1893;771;3;2;200.0
1894;772;1;1;4500.0
1895;773;2;1;120.0
1896;773;1;2;4500.0
1897;774;3;1;200.0
1898;774;2;2;120.0
1899;774;6;2;350.0
1900;774;1;1;4500.0
1901;775;5;2;1500.0
1902;776;1;1;4500.0
1903;777;7;1;400.0
1904;777;3;2;200.0
1905;777;5;1;1500.0
1906;777;1;2;4500.0
1907;778;2;1;120.0
1908;778;6;2;350.0
1909;778;5;2;1500.0
1910;778;7;2;400.0
1911;779;2;2;120.0
1912;779;7;1;400.0
1913;779;6;1;350.0
1914;780;6;1;350.0
1915;781;1;1;4500.0
1916;781;2;2;120.0
1917;782;5;1;1500.0
1918;782;7;2;400.0
1919;782;1;1;4500.0
1920;782;3;1;200.0
1921;783;5;1;1500.0
1922;783;3;2;200.0
1923;783;6;2;350.0
1924;783;2;2;120.0
1925;784;5;1;1500.0
1926;785;7;2;400.0
1927;785;5;1;1500.0
1928;786;4;1;1200.0
1929;787;5;2;1500.0
1930;788;2;2;120.0
1931;789;4;1;1200.0
1932;789;6;1;350.0
1933;789;3;2;200.0
1934;790;5;1;1500.0
1935;791;4;1;1200.0
1936;791;5;2;1500.0
1937;791;1;2;4500.0
1938;792;1;2;4500.0
1939;793;3;1;200.0
1940;793;2;1;120.0
1941;793;7;2;400.0
1942;793;1;1;4500.0
1943;794;4;1;1200.0
1944;794;1;2;4500.0
1945;795;4;1;1200.0
1946;796;2;1;120.0
1947;796;3;2;200.0
1948;796;1;1;4500.0
1949;796;5;2;1500.0
1950;797;4;1;1200.0
1951;797;3;1;200.0
1952;797;2;1;120.0
1953;797;1;2;4500.0
1954;798;5;2;1500.0
1955;799;4;2;1200.0
1956;800;4;2;1200.0
1957;800;6;1;350.0
1958;801;4;1;1200.0
1959;802;3;2;200.0
1960;802;2;1;120.0
1961;802;7;1;400.0
1962;803;1;1;4500.0
1963;803;5;1;1500.0
1964;804;6;1;350.0
1965;804;5;1;1500.0
1966;804;7;1;400.0
1967;804;1;1;4500.0
1968;805;2;2;120.0
1969;806;3;2;200.0
1970;806;1;2;4500.0
1971;807;3;2;200.0
1972;807;2;2;120.0
1973;808;6;1;350.0
1974;809;3;1;200.0
1975;810;6;2;350.0
1976;810;7;2;400.0
1977;810;3;2;200.0
1978;810;2;2;120.0
1979;811;5;2;1500.0
1980;811;3;1;200.0
1981;812;3;2;200.0
1982;813;3;1;200.0
1983;813;1;2;4500.0
1984;813;2;1;120.0
1985;813;5;1;1500.0
1986;814;6;1;350.0
1987;814;2;2;120.0
1988;814;1;2;4500.0
1989;815;1;2;4500.0
1990;816;3;2;200.0
1991;817;3;2;200.0
1992;817;1;2;4500.0
1993;817;6;1;350.0
1994;817;7;2;400.0
1995;818;4;2;1200.0
1996;818;1;1;4500.0
1997;818;2;2;120.0
1998;818;5;1;1500.0
1999;819;1;1;4500.0
2000;819;5;2;1500.0
2001;819;3;2;200.0
2002;820;7;2;400.0
2003;820;1;2;4500.0
2004;821;7;2;400.0
2005;821;6;2;350.0
2006;821;1;2;4500.0
2007;821;5;2;1500.0
2008;822;2;1;120.0
2009;822;4;1;1200.0
2010;822;6;1;350.0
2011;823;7;1;400.0
2012;823;6;1;350.0
2013;823;3;2;200.0
2014;824;5;2;1500.0
2015;824;4;2;1200.0
2016;824;1;2;4500.0
2017;825;7;1;400.0
2018;825;6;1;350.0
2019;825;5;2;1500.0
2020;826;7;2;400.0
2021;826;3;2;200.0
2022;826;2;1;120.0
2023;827;1;2;4500.0
2024;827;4;1;1200.0
2025;827;7;2;400.0
2026;827;3;1;200.0
2027;828;3;2;200.0
2028;829;4;1;1200.0
2029;830;7;2;400.0
2030;830;3;1;200.0
2031;830;6;1;350.0
2032;831;2;1;120.0
2033;831;5;1;1500.0
2034;832;6;1;350.0
2035;833;6;2;350.0
2036;833;5;2;1500.0
2037;834;5;1;1500.0
2038;835;6;2;350.0
2039;836;1;1;4500.0
2040;836;6;1;350.0
2041;836;3;2;200.0
2042;837;1;2;4500.0
2043;838;5;1;1500.0
2044;839;2;2;120.0
2045;839;3;2;200.0
2046;840;6;2;350.0
2047;841;2;2;120.0
2048;841;1;2;4500.0
2049;841;3;2;200.0
2050;842;4;1;1200.0
2051;842;3;1;200.0
2052;842;5;2;1500.0
2053;843;3;1;200.0
2054;844;1;1;4500.0
2055;845;5;2;1500.0
2056;845;6;1;350.0
2057;845;7;2;400.0
2058;846;6;1;350.0
2059;847;7;1;400.0
2060;847;6;2;350.0
2061;847;1;1;4500.0
2062;847;5;1;1500.0
2063;848;6;2;350.0
2064;848;5;2;1500.0
2065;848;7;1;400.0
2066;848;4;2;1200.0
2067;849;3;2;200.0
2068;849;2;1;120.0
2069;850;3;2;200.0
2070;850;6;2;350.0
2071;850;1;2;4500.0
2072;850;2;1;120.0
2073;851;5;2;1500.0
2074;851;7;2;400.0
2075;851;1;1;4500.0
2076;852;7;1;400.0
2077;852;4;2;1200.0
2078;852;2;1;120.0
2079;852;5;2;1500.0
2080;853;3;1;200.0
2081;853;7;2;400.0
2082;853;1;2;4500.0
2083;854;5;1;1500.0
2084;854;4;1;1200.0
2085;855;1;2;4500.0
2086;855;2;2;120.0
2087;855;7;1;400.0
2088;855;4;1;1200.0
2089;856;7;2;400.0
2090;857;6;1;350.0
2091;858;2;2;120.0
2092;859;3;2;200.0
2093;859;2;1;120.0
2094;859;4;2;1200.0
2095;859;6;2;350.0
2096;860;6;1;350.0
2097;861;6;2;350.0
2098;862;4;2;1200.0
2099;862;6;2;350.0
2100;862;7;1;400.0
2101;862;5;1;1500.0
2102;863;2;1;120.0
2103;864;6;2;350.0
2104;864;7;2;400.0
2105;864;4;2;1200.0
2106;865;5;2;1500.0
2107;865;6;1;350.0
2108;866;3;2;200.0
2109;866;4;1;1200.0
2110;867;3;1;200.0
2111;867;7;1;400.0
2112;867;4;1;1200.0
2113;867;6;1;350.0
2114;868;5;1;1500.0
2115;868;3;2;200.0
2116;868;7;2;400.0
2117;868;6;1;350.0
2118;869;3;2;200.0
2119;870;4;2;1200.0
2120;870;2;1;120.0
2121;870;6;1;350.0
2122;870;3;2;200.0
2123;871;1;1;4500.0
2124;871;2;1;120.0
2125;872;5;1;1500.0
2126;873;4;1;1200.0
2127;874;2;2;120.0
2128;874;3;2;200.0
2129;874;5;1;1500.0
2130;875;3;2;200.0
2131;875;1;2;4500.0
2132;875;6;2;350.0
2133;875;4;1;1200.0
2134;876;3;1;200.0
2135;876;6;2;350.0
2136;877;6;1;350.0
2137;878;3;1;200.0
2138;879;3;1;200.0
2139;879;4;2;1200.0
2140;879;5;1;1500.0
2141;880;1;1;4500.0
2142;880;6;1;350.0
2143;880;5;1;1500.0
2144;880;3;1;200.0
2145;881;5;1;1500.0
2146;881;4;1;1200.0
2147;882;4;1;1200.0
2148;882;2;2;120.0
2149;882;7;2;400.0
2150;883;2;1;120.0
2151;883;6;1;350.0
2152;884;4;1;1200.0
