visita_id,cliente_id,data_visita,canal,dispositivo
1458,147,2024-05-17,Redes Sociais,Mobile
1459,147,2023-11-11,Anúncio,Mobile
1460,147,2023-04-06,Redes Sociais,Mobile
1461,147,2023-04-09,Email,Mobile
1462,147,2024-10-22,Anúncio,Desktop
1463,147,2022-03-13,Redes Sociais,Desktop
1464,147,2022-12-03,Redes Sociais,Desktop
1465,147,2022-07-14,Anúncio,Desktop
1466,148,2022-01-07,Orgânico,Mobile
1467,148,2023-07-20,Email,Desktop
1468,148,2023-07-27,Redes Sociais,Desktop
1469,148,2022-08-30,Redes Sociais,Mobile
1470,148,2024-02-05,Email,Mobile
1471,148,2024-06-14,Redes Sociais,Mobile
1472,148,2023-11-19,Anúncio,Desktop
1473,148,2022-02-16,Anúncio,Desktop
1474,148,2023-09-11,Email,Mobile
1475,148,2022-05-03,Anúncio,Desktop
1476,148,2024-04-20,Anúncio,Mobile
1477,148,2023-08-30,Email,Mobile
1478,148,2023-07-20,Anúncio,Desktop
1479,149,2022-08-23,Email,Mobile
1480,149,2024-04-05,Email,Mobile
1481,149,2023-10-19,Redes Sociais,Desktop
1482,149,2022-11-07,Orgânico,Desktop
1483,149,2022-09-14,Orgânico,Mobile
1484,150,2024-12-26,Orgânico,Mobile
1485,150,2022-10-27,Email,Desktop
1486,150,2024-04-11,Email,Mobile
1487,150,2024-12-27,Anúncio,Desktop
1488,150,2024-12-10,Orgânico,Desktop
1489,150,2023-08-14,Orgânico,Desktop
1490,150,2023-08-09,Redes Sociais,Desktop
1491,150,2022-07-03,Redes Sociais,Desktop
1492,150,2022-05-09,Redes Sociais,Desktop
1493,150,2023-05-16,Anúncio,Mobile
1494,150,2023-05-07,Orgânico,Mobile
1495,150,2024-12-26,Orgânico,Mobile
1496,150,2022-10-12,Orgânico,Mobile
1497,150,2022-07-08,Orgânico,Desktop
1498,150,2023-01-23,Orgânico,Desktop
1499,150,2023-02-21,Anúncio,Desktop
1500,150,2023-01-22,Redes Sociais,Mobile
1501,150,2023-10-25,Email,Mobile
1502,151,2022-08-01,Anúncio,Mobile
1503,151,2022-10-21,Email,Mobile
1504,151,2023-06-25,Redes Sociais,Mobile
1505,151,2023-03-27,Orgânico,Desktop
1506,151,2024-12-20,Anúncio,Mobile
1507,152,2024-02-29,Anúncio,Mobile
1508,152,2024-06-09,Anúncio,Desktop
1509,152,2022-05-24,Orgânico,Mobile
1510,152,2024-09-24,Orgânico,Desktop
1511,152,2022-02-24,Redes Sociais,Desktop
1512,152,2024-03-07,Orgânico,Desktop
1513,152,2022-03-21,Redes Sociais,Mobile
1514,152,2023-07-12,Orgânico,Mobile
1515,152,2023-04-17,Anúncio,Mobile
1516,152,2023-08-12,Redes Sociais,Mobile
1517,152,2023-07-18,Anúncio,Mobile
1518,152,2023-04-12,Redes Sociais,Mobile
1519,152,2024-09-18,Orgânico,Mobile
1520,152,2024-09-20,Orgânico,Desktop
1521,153,2022-03-08,Orgânico,Desktop
1522,153,2023-12-04,Anúncio,Mobile
1523,153,2023-10-25,Anúncio,Desktop
1524,153,2022-11-08,Orgânico,Mobile
1525,153,2024-08-22,Orgânico,Desktop
1526,154,2022-05-12,Anúncio,Mobile
1527,154,2024-07-17,Orgânico,Mobile
1528,154,2023-09-26,Anúncio,Mobile
1529,154,2024-02-11,Redes Sociais,Desktop
1530,154,2023-05-27,Anúncio,Mobile
1531,154,2022-10-16,Email,Desktop
1532,154,2023-06-12,Orgânico,Mobile
1533,154,2024-12-21,Redes Sociais,Desktop
1534,155,2022-01-12,Orgânico,Desktop
1535,155,2024-04-20,Redes Sociais,Desktop
1536,155,2022-04-16,Redes Sociais,Desktop
1537,155,2024-04-25,Orgânico,Mobile
1538,155,2023-04-26,Anúncio,Desktop
1539,155,2024-06-16,Redes Sociais,Desktop
1540,155,2023-10-01,Orgânico,Mobile
1541,155,2024-03-25,Anúncio,Mobile
1542,155,2023-02-21,Email,Desktop
1543,155,2022-03-26,Redes Sociais,Desktop
1544,156,2024-03-20,Orgânico,Mobile
1545,156,2023-04-18,Orgânico,Desktop
1546,156,2022-10-02,Anúncio,Desktop
1547,156,2023-05-05,Orgânico,Desktop
1548,156,2023-06-13,Email,Mobile
1549,156,2023-05-01,Email,Desktop
1550,156,2023-01-22,Redes Sociais,Mobile
1551,156,2023-03-16,Email,Desktop
1552,157,2024-09-03,Redes Sociais,Mobile
1553,157,2023-05-08,Orgânico,Mobile
1554,157,2023-02-15,Orgânico,Desktop
1555,157,2024-05-03,Email,Desktop
1556,157,2024-11-26,Email,Mobile
1557,157,2024-11-20,Redes Sociais,Mobile
1558,157,2024-10-31,Email,Desktop
1559,157,2022-06-15,Email,Desktop
1560,158,2024-11-08,Email,Desktop
1561,158,2023-06-29,Anúncio,Desktop
1562,159,2023-04-20,Email,Mobile
1563,159,2023-03-03,Email,Mobile
1564,159,2022-04-07,Email,Mobile
1565,159,2023-10-23,Anúncio,Mobile
1566,160,2023-04-02,Redes Sociais,Mobile
1567,160,2024-07-28,Orgânico,Mobile
1568,160,2024-10-28,Email,Desktop
1569,160,2024-11-22,Orgânico,Desktop
1570,160,2023-06-02,Orgânico,Mobile
1571,160,2023-06-01,Redes Sociais,Desktop
1572,160,2023-11-20,Anúncio,Mobile
1573,160,2022-12-05,Anúncio,Mobile
1574,160,2023-01-22,Anúncio,Mobile
1575,161,2023-11-11,Redes Sociais,Desktop
1576,161,2023-11-21,Orgânico,Mobile
1577,161,2023-09-15,Anúncio,Mobile
1578,161,2024-08-10,Redes Sociais,Desktop
1579,161,2023-05-10,Anúncio,Mobile
1580,162,2024-01-17,Orgânico,Mobile
1581,162,2022-12-11,Email,Desktop
1582,162,2024-03-30,Orgânico,Desktop
1583,162,2023-08-11,Orgânico,Mobile
1584,162,2022-12-11,Orgânico,Desktop
1585,162,2023-11-27,Orgânico,Desktop
1586,162,2022-06-18,Redes Sociais,Mobile
1587,163,2023-01-12,Anúncio,Desktop
1588,164,2023-01-28,Orgânico,Desktop
1589,164,2024-08-03,Orgânico,Mobile
1590,164,2024-11-06,Email,Desktop
1591,164,2022-03-08,Orgânico,Desktop
1592,164,2024-04-14,Redes Sociais,Mobile
1593,164,2022-08-25,Orgânico,Mobile
1594,164,2023-04-18,Orgânico,Desktop
1595,164,2023-07-07,Anúncio,Mobile
1596,164,2022-11-13,Anúncio,Desktop
1597,164,2024-06-04,Email,Mobile
1598,164,2022-09-15,Email,Desktop
1599,164,2024-01-27,Redes Sociais,Desktop
1600,165,2024-12-18,Orgânico,Mobile
1601,165,2022-09-17,Orgânico,Mobile
1602,165,2022-04-05,Orgânico,Mobile
1603,165,2022-09-11,Redes Sociais,Mobile
1604,165,2023-12-29,Redes Sociais,Mobile
1605,165,2022-03-10,Orgânico,Desktop
1606,165,2022-03-30,Redes Sociais,Desktop
1607,165,2022-08-01,Anúncio,Desktop
1608,165,2024-06-30,Orgânico,Mobile
1609,165,2022-11-29,Orgânico,Desktop
1610,165,2024-10-01,Redes Sociais,Desktop
1611,166,2023-03-03,Anúncio,Desktop
1612,166,2022-06-03,Anúncio,Mobile
1613,166,2024-02-08,Redes Sociais,Desktop
1614,166,2023-08-02,Redes Sociais,Desktop
1615,166,2022-06-12,Redes Sociais,Desktop
1616,166,2022-07-14,Orgânico,Desktop
1617,166,2022-12-25,Anúncio,Mobile
1618,166,2023-03-03,Orgânico,Desktop
1619,167,2022-11-26,Email,Mobile
1620,167,2024-09-17,Redes Sociais,Mobile
1621,167,2022-10-19,Redes Sociais,Mobile
1622,167,2024-01-17,Redes Sociais,Mobile
1623,167,2022-03-31,Email,Desktop
1624,167,2023-04-26,Email,Mobile
1625,168,2023-06-01,Orgânico,Desktop
1626,169,2022-04-14,Email,Mobile
1627,169,2022-12-05,Redes Sociais,Desktop
1628,169,2024-06-18,Anúncio,Mobile
1629,169,2023-08-30,Redes Sociais,Mobile
1630,169,2024-12-12,Orgânico,Desktop
1631,169,2023-05-18,Email,Desktop
1632,169,2024-04-01,Anúncio,Desktop
1633,169,2022-06-14,Redes Sociais,Mobile
1634,169,2024-12-29,Anúncio,Desktop
1635,169,2022-01-19,Orgânico,Desktop
1636,169,2024-11-11,Email,Mobile
1637,169,2023-03-26,Email,Desktop
1638,169,2024-12-07,Redes Sociais,Mobile
1639,169,2023-12-22,Redes Sociais,Mobile
1640,170,2024-02-15,Anúncio,Desktop
1641,170,2024-06-16,Email,Mobile
1642,170,2024-04-17,Orgânico,Mobile
1643,170,2023-08-25,Redes Sociais,Mobile
1644,170,2023-06-24,Email,Desktop
1645,170,2022-01-24,Email,Desktop
1646,170,2024-12-15,Anúncio,Mobile
1647,170,2022-06-28,Email,Desktop
1648,170,2024-03-03,Email,Desktop
1649,170,2024-03-20,Orgânico,Desktop
1650,170,2023-10-11,Email,Mobile
1651,171,2022-06-19,Orgânico,Desktop
1652,171,2023-04-15,Orgânico,Mobile
1653,171,2024-11-07,Anúncio,Desktop
1654,171,2023-09-20,Email,Mobile
1655,171,2023-04-01,Orgânico,Mobile
1656,171,2024-03-21,Email,Mobile
1657,172,2023-06-13,Anúncio,Desktop
1658,172,2023-05-14,Orgânico,Mobile
1659,172,2022-10-30,Redes Sociais,Desktop
1660,172,2023-03-14,Orgânico,Desktop
1661,172,2024-04-12,Orgânico,Desktop
1662,172,2024-02-01,Redes Sociais,Mobile
1663,172,2023-04-12,Orgânico,Mobile
1664,173,2023-11-06,Orgânico,Mobile
1665,173,2022-05-18,Anúncio,Desktop
1666,173,2022-08-16,Orgânico,Desktop
1667,173,2024-04-07,Redes Sociais,Desktop
1668,173,2022-10-29,Anúncio,Mobile
1669,173,2023-06-17,Orgânico,Mobile
1670,173,2023-03-20,Orgânico,Desktop
1671,173,2024-01-09,Email,Desktop
1672,173,2024-09-09,Anúncio,Mobile
1673,173,2022-01-24,Orgânico,Mobile
1674,173,2024-01-16,Orgânico,Mobile
1675,173,2022-11-21,Orgânico,Mobile
1676,173,2024-03-08,Anúncio,Desktop
1677,173,2022-06-04,Redes Sociais,Desktop
1678,174,2022-08-13,Orgânico,Desktop
1679,174,2022-01-31,Orgânico,Mobile
1680,174,2024-06-16,Orgânico,Mobile
1681,174,2023-03-21,Redes Sociais,Mobile
1682,174,2023-06-14,Orgânico,Desktop
1683,174,2024-05-23,Anúncio,Mobile
1684,174,2022-03-17,Redes Sociais,Mobile
1685,175,2022-01-25,Email,Desktop
1686,175,2023-08-19,Anúncio,Mobile
1687,175,2024-06-18,Anúncio,Desktop
1688,175,2024-10-09,Redes Sociais,Mobile
1689,175,2022-01-01,Redes Sociais,Mobile
1690,175,2022-11-16,Orgânico,Desktop
1691,175,2024-06-16,Email,Mobile
1692,175,2023-12-18,Email,Desktop
1693,175,2022-11-03,Anúncio,Desktop
1694,175,2023-01-26,Orgânico,Desktop
1695,175,2024-09-16,Anúncio,Mobile
1696,175,2022-09-28,Email,Desktop
1697,176,2023-11-08,Anúncio,Desktop
1698,176,2024-04-24,Email,Mobile
1699,176,2023-05-06,Redes Sociais,Mobile
1700,176,2024-06-08,Redes Sociais,Desktop
1701,176,2024-01-16,Orgânico,Desktop
1702,176,2023-03-04,Orgânico,Desktop
1703,176,2024-01-02,Email,Desktop
1704,176,2022-07-21,Anúncio,Desktop
1705,176,2024-04-15,Redes Sociais,Mobile
1706,176,2022-05-15,Anúncio,Desktop
1707,176,2022-03-05,Redes Sociais,Mobile
1708,176,2022-02-10,Email,Mobile
1709,176,2024-07-01,Anúncio,Mobile
1710,176,2023-01-03,Email,Desktop
1711,176,2024-10-24,Orgânico,Desktop
1712,176,2024-06-20,Anúncio,Desktop
1713,176,2024-11-06,Email,Desktop
1714,176,2023-04-28,Redes Sociais,Mobile
1715,176,2024-07-19,Email,Mobile
1716,177,2024-05-28,Orgânico,Desktop
1717,177,2024-04-09,Email,Mobile
1718,177,2024-01-29,Redes Sociais,Desktop
1719,177,2023-05-17,Redes Sociais,Desktop
1720,177,2023-01-16,Anúncio,Mobile
1721,177,2024-09-28,Orgânico,Mobile
1722,177,2022-02-24,Redes Sociais,Mobile
1723,177,2022-05-07,Email,Mobile
1724,177,2022-08-31,Orgânico,Desktop
1725,177,2023-05-18,Redes Sociais,Desktop
1726,177,2022-10-30,Email,Mobile
1727,178,2022-05-19,Redes Sociais,Mobile
1728,178,2023-10-09,Orgânico,Mobile
1729,178,2023-12-14,Orgânico,Desktop
1730,178,2023-03-05,Redes Sociais,Mobile
1731,178,2023-01-31,Redes Sociais,Desktop
1732,178,2024-07-04,Redes Sociais,Mobile
1733,179,2022-02-05,Redes Sociais,Mobile
1734,179,2024-05-31,Redes Sociais,Mobile
1735,179,2023-09-15,Email,Mobile
1736,179,2023-04-13,Anúncio,Desktop
1737,179,2023-12-10,Redes Sociais,Mobile
1738,179,2024-10-16,Email,Mobile
1739,179,2024-06-20,Orgânico,Mobile
1740,179,2023-06-15,Redes Sociais,Mobile
1741,179,2022-01-29,Orgânico,Desktop
1742,179,2023-04-09,Email,Mobile
1743,179,2022-08-28,Anúncio,Desktop
1744,179,2024-07-01,Orgânico,Desktop
1745,179,2023-11-16,Anúncio,Desktop
1746,179,2023-05-09,Anúncio,Mobile
1747,179,2023-11-07,Redes Sociais,Mobile
1748,179,2023-10-28,Redes Sociais,Mobile
1749,179,2023-07-04,Redes Sociais,Desktop
1750,180,2023-03-26,Redes Sociais,Desktop
1751,180,2024-04-18,Anúncio,Mobile
1752,180,2024-02-01,Anúncio,Mobile
1753,180,2024-01-26,Redes Sociais,Desktop
1754,180,2022-05-13,Redes Sociais,Mobile
1755,180,2023-05-25,Anúncio,Mobile
1756,180,2023-02-14,Redes Sociais,Desktop
1757,180,2024-09-13,Anúncio,Mobile
1758,180,2022-09-16,Redes Sociais,Desktop
1759,180,2022-10-26,Redes Sociais,Mobile
1760,180,2023-07-15,Orgânico,Mobile
1761,180,2022-10-24,Anúncio,Mobile
1762,180,2022-05-07,Orgânico,Mobile
1763,180,2024-09-21,Redes Sociais,Mobile
1764,180,2022-01-08,Email,Desktop
1765,180,2022-11-16,Anúncio,Mobile
1766,181,2022-03-02,Anúncio,Desktop
1767,181,2024-03-07,Redes Sociais,Mobile
1768,181,2024-07-14,Anúncio,Mobile
1769,182,2024-02-18,Anúncio,Desktop
1770,182,2022-07-13,Anúncio,Mobile
1771,182,2024-05-04,Orgânico,Desktop
1772,182,2022-07-31,Orgânico,Desktop
1773,182,2022-08-09,Orgânico,Desktop
1774,182,2022-10-06,Email,Desktop
1775,182,2024-03-26,Email,Mobile
1776,182,2023-05-29,Email,Mobile
1777,182,2024-07-11,Anúncio,Mobile
1778,182,2023-08-13,Email,Mobile
1779,182,2024-01-10,Redes Sociais,Desktop
1780,182,2024-10-10,Email,Mobile
1781,183,2024-06-20,Redes Sociais,Desktop
1782,183,2023-05-07,Orgânico,Desktop
1783,183,2023-12-15,Redes Sociais,Mobile
1784,183,2023-02-20,Email,Desktop
1785,183,2022-01-29,Orgânico,Desktop
1786,183,2022-06-11,Orgânico,Desktop
1787,183,2022-03-02,Orgânico,Desktop
1788,183,2024-12-30,Anúncio,Mobile
1789,184,2023-04-11,Redes Sociais,Desktop
1790,184,2023-04-18,Redes Sociais,Mobile
1791,184,2023-05-09,Redes Sociais,Desktop
1792,184,2024-05-05,Redes Sociais,Desktop
1793,184,2024-07-11,Email,Mobile
1794,184,2023-03-25,Email,Desktop
1795,184,2022-01-26,Redes Sociais,Mobile
1796,184,2023-05-23,Orgânico,Desktop
1797,184,2022-08-17,Redes Sociais,Mobile
1798,184,2024-11-24,Orgânico,Desktop
1799,184,2024-06-09,Anúncio,Mobile
1800,184,2023-08-18,Orgânico,Mobile
1801,185,2022-01-01,Redes Sociais,Desktop
1802,185,2022-05-13,Orgânico,Desktop
1803,185,2023-05-31,Anúncio,Mobile
1804,185,2024-02-02,Orgânico,Mobile
1805,185,2023-08-01,Redes Sociais,Mobile
1806,185,2022-02-18,Email,Mobile
1807,185,2024-02-01,Redes Sociais,Desktop
1808,185,2024-07-17,Anúncio,Desktop
1809,185,2022-11-15,Redes Sociais,Mobile
1810,185,2023-11-29,Anúncio,Desktop
1811,185,2024-04-26,Anúncio,Mobile
1812,185,2022-02-11,Orgânico,Mobile
1813,186,2022-10-19,Orgânico,Desktop
1814,186,2022-04-07,Redes Sociais,Mobile
1815,186,2022-03-15,Email,Desktop
1816,186,2024-01-28,Anúncio,Mobile
1817,186,2022-07-27,Email,Desktop
1818,186,2023-02-14,Redes Sociais,Desktop
1819,186,2024-09-15,Redes Sociais,Desktop
1820,186,2022-03-15,Orgânico,Desktop
1821,186,2022-09-11,Redes Sociais,Mobile
1822,186,2024-03-30,Redes Sociais,Desktop
1823,186,2022-11-28,Anúncio,Mobile
1824,186,2024-01-17,Email,Desktop
1825,186,2023-03-31,Anúncio,Mobile
1826,186,2022-11-09,Anúncio,Desktop
1827,186,2024-04-13,Anúncio,Mobile
1828,186,2024-03-28,Anúncio,Desktop
1829,186,2023-06-12,Anúncio,Mobile
1830,187,2023-04-10,Anúncio,Desktop
1831,187,2024-04-15,Redes Sociais,Desktop
1832,187,2022-06-16,Orgânico,Desktop
1833,187,2023-02-07,Email,Desktop
1834,187,2023-02-13,Email,Desktop
1835,187,2023-08-20,Redes Sociais,Mobile
1836,187,2022-04-15,Email,Mobile
1837,187,2024-09-18,Anúncio,Mobile
1838,187,2023-09-27,Anúncio,Mobile
1839,187,2024-12-20,Email,Mobile
1840,188,2023-01-28,Email,Desktop
1841,188,2023-05-01,Orgânico,Desktop
1842,189,2024-10-20,Anúncio,Mobile
1843,189,2023-03-19,Email,Mobile
1844,189,2022-09-22,Orgânico,Desktop
1845,189,2022-05-18,Email,Desktop
1846,189,2022-11-03,Anúncio,Desktop
1847,190,2024-06-19,Anúncio,Desktop
1848,190,2022-07-10,Redes Sociais,Desktop
1849,190,2024-04-10,Redes Sociais,Mobile
1850,190,2022-07-06,Redes Sociais,Desktop
1851,190,2024-10-17,Email,Desktop
1852,190,2023-09-27,Email,Desktop
1853,190,2023-11-22,Email,Mobile
1854,190,2024-11-23,Email,Desktop
1855,190,2022-06-20,Anúncio,Desktop
1856,190,2024-12-18,Orgânico,Mobile
1857,190,2024-05-30,Orgânico,Mobile
1858,190,2022-06-24,Anúncio,Mobile
1859,190,2022-02-23,Redes Sociais,Mobile
1860,190,2022-12-15,Redes Sociais,Mobile
1861,190,2023-08-03,Email,Desktop
1862,190,2022-10-09,Email,Mobile
1863,190,2024-04-02,Redes Sociais,Desktop
1864,191,2023-10-03,Email,Mobile
1865,191,2023-07-17,Redes Sociais,Mobile
1866,191,2023-04-17,Orgânico,Mobile
1867,191,2022-09-06,Redes Sociais,Mobile
1868,191,2024-04-03,Email,Mobile
1869,191,2023-09-24,Redes Sociais,Mobile
1870,192,2024-04-17,Orgânico,Desktop
1871,192,2024-01-23,Anúncio,Desktop
1872,192,2023-12-13,Email,Mobile
1873,192,2022-03-21,Redes Sociais,Desktop
1874,192,2024-06-20,Redes Sociais,Mobile
1875,192,2022-01-18,Orgânico,Mobile
1876,192,2022-07-21,Orgânico,Desktop
1877,192,2022-11-15,Orgânico,Desktop
1878,192,2022-09-23,Email,Desktop
1879,192,2024-02-14,Email,Desktop
1880,193,2023-02-17,Email,Desktop
1881,193,2023-02-05,Email,Desktop
1882,193,2022-10-09,Email,Mobile
1883,193,2024-01-21,Email,Mobile
1884,193,2022-10-25,Orgânico,Desktop
1885,194,2024-02-14,Orgânico,Mobile
1886,194,2022-09-28,Orgânico,Desktop
1887,195,2023-06-21,Anúncio,Mobile
1888,195,2022-03-27,Redes Sociais,Desktop
1889,195,2023-12-20,Email,Mobile
1890,196,2022-05-01,Orgânico,Mobile
1891,196,2022-09-13,Anúncio,Desktop
1892,196,2024-03-10,Orgânico,Mobile
1893,196,2024-10-18,Orgânico,Desktop
1894,196,2023-01-23,Anúncio,Desktop
1895,196,2023-08-16,Anúncio,Desktop
1896,196,2024-06-27,Anúncio,Desktop
1897,197,2024-06-17,Orgânico,Mobile
1898,197,2023-04-30,Redes Sociais,Mobile
1899,197,2024-03-13,Email,Mobile
1900,197,2024-06-08,Email,Desktop
1901,197,2024-08-17,Anúncio,Desktop
1902,197,2022-09-30,Email,Mobile
1903,197,2023-06-04,Email,Mobile
1904,197,2023-07-22,Anúncio,Mobile
1905,197,2023-10-14,Email,Mobile
1906,197,2023-09-12,Redes Sociais,Mobile
1907,197,2023-08-09,Redes Sociais,Desktop
1908,197,2024-07-04,Orgânico,Desktop
1909,197,2024-11-18,Anúncio,Mobile
1910,197,2024-04-20,Email,Desktop
1911,197,2022-11-26,Redes Sociais,Desktop
1912,198,2023-10-11,Orgânico,Mobile
1913,198,2024-07-18,Orgânico,Desktop
1914,198,2024-11-08,Redes Sociais,Desktop
1915,198,2023-09-18,Redes Sociais,Mobile
1916,198,2023-12-17,Orgânico,Desktop
1917,198,2022-09-12,Orgânico,Desktop
1918,198,2023-11-07,Email,Desktop
1919,198,2024-12-28,Orgânico,Mobile
1920,198,2022-05-20,Anúncio,Mobile
1921,198,2023-11-11,Anúncio,Desktop
1922,198,2022-05-17,Anúncio,Desktop
1923,198,2022-12-08,Redes Sociais,Mobile
1924,198,2024-08-29,Orgânico,Desktop
1925,198,2023-10-24,Anúncio,Mobile
1926,198,2023-02-19,Redes Sociais,Mobile
1927,198,2022-12-09,Anúncio,Mobile
1928,198,2023-10-15,Anúncio,Desktop
1929,199,2022-05-02,Email,Mobile
1930,199,2022-11-07,Orgânico,Mobile
1931,199,2023-07-24,Email,Mobile
1932,200,2023-01-17,Email,Desktop
1933,200,2023-06-05,Anúncio,Mobile
1934,200,2022-12-05,Orgânico,Desktop
1935,200,2023-10-26,Email,Mobile
1936,200,2022-02-09,Redes Sociais,Mobile
1937,200,2023-07-28,Anúncio,Desktop
1938,200,2023-08-04,Anúncio,Mobile
1939,201,2022-06-19,Anúncio,Mobile
1940,201,2023-05-26,Email,Desktop
1941,201,2024-09-10,Redes Sociais,Mobile
1942,201,2022-12-07,Orgânico,Desktop
1943,201,2023-09-11,Email,Desktop
1944,201,2024-01-01,Email,Mobile
1945,201,2023-12-31,Orgânico,Mobile
1946,201,2024-11-20,Email,Mobile
1947,201,2022-04-18,Email,Mobile
1948,201,2023-02-22,Email,Mobile
1949,201,2023-11-14,Email,Mobile
1950,201,2022-09-13,Orgânico,Desktop
1951,201,2024-04-17,Redes Sociais,Mobile
1952,202,2022-06-30,Orgânico,Desktop
1953,202,2023-07-25,Orgânico,Mobile
1954,202,2024-11-13,Orgânico,Desktop
1955,202,2024-08-05,Email,Desktop
1956,202,2023-02-25,Orgânico,Desktop
1957,202,2023-04-27,Email,Desktop
1958,202,2024-07-25,Email,Mobile
1959,202,2023-02-02,Redes Sociais,Desktop
1960,202,2022-11-04,Redes Sociais,Desktop
1961,203,2023-04-11,Redes Sociais,Desktop
1962,203,2022-06-07,Anúncio,Desktop
1963,203,2023-10-13,Redes Sociais,Desktop
1964,203,2022-08-15,Redes Sociais,Desktop
1965,203,2022-08-31,Anúncio,Mobile
1966,203,2024-12-04,Email,Mobile
1967,203,2023-10-14,Orgânico,Desktop
1968,203,2022-04-02,Anúncio,Desktop
1969,203,2022-06-28,Anúncio,Mobile
1970,203,2024-05-26,Anúncio,Desktop
1971,203,2024-11-08,Redes Sociais,Desktop
1972,203,2023-01-06,Orgânico,Desktop
1973,203,2024-05-19,Email,Mobile
1974,203,2022-08-09,Email,Desktop
1975,203,2023-03-14,Anúncio,Mobile
1976,204,2023-01-16,Anúncio,Desktop
1977,204,2024-01-13,Orgânico,Desktop
1978,204,2023-07-19,Anúncio,Mobile
1979,204,2023-05-07,Anúncio,Mobile
1980,204,2024-01-25,Email,Mobile
1981,204,2023-07-01,Redes Sociais,Mobile
1982,204,2024-04-07,Anúncio,Desktop
1983,204,2024-10-28,Email,Mobile
1984,204,2024-07-25,Redes Sociais,Desktop
1985,204,2023-08-31,Anúncio,Mobile
1986,204,2023-09-27,Anúncio,Desktop
1987,204,2023-11-11,Redes Sociais,Mobile
1988,204,2022-01-05,Orgânico,Desktop
1989,205,2022-09-14,Orgânico,Mobile
1990,205,2022-01-11,Orgânico,Desktop
1991,205,2024-07-24,Email,Desktop
1992,205,2023-06-24,Anúncio,Mobile
1993,205,2023-01-22,Email,Desktop
1994,205,2022-07-26,Anúncio,Mobile
1995,205,2023-07-11,Orgânico,Desktop
1996,205,2024-03-03,Anúncio,Mobile
1997,205,2024-12-03,Anúncio,Mobile
1998,205,2024-07-30,Anúncio,Desktop
1999,205,2022-06-25,Anúncio,Mobile
2000,205,2023-08-15,Anúncio,Mobile
2001,205,2024-05-05,Orgânico,Mobile
2002,205,2023-03-16,Email,Mobile
2003,205,2023-11-28,Anúncio,Mobile
2004,205,2022-03-29,Orgânico,Desktop
2005,206,2022-08-03,Orgânico,Mobile
2006,206,2023-07-06,Orgânico,Desktop
2007,206,2023-05-18,Anúncio,Mobile
2008,206,2022-09-02,Anúncio,Mobile
2009,206,2022-08-19,Redes Sociais,Mobile
2010,206,2024-04-27,Redes Sociais,Desktop
2011,206,2022-11-07,Orgânico,Desktop
2012,206,2024-11-07,Email,Desktop
2013,207,2022-08-20,Redes Sociais,Mobile
2014,207,2023-12-31,Anúncio,Mobile
2015,207,2024-10-14,Orgânico,Mobile
2016,207,2022-10-30,Orgânico,Desktop
2017,207,2024-03-23,Orgânico,Desktop
2018,207,2022-01-24,Redes Sociais,Desktop
2019,207,2023-06-09,Redes Sociais,Desktop
2020,207,2023-12-13,Orgânico,Mobile
2021,207,2023-01-13,Email,Desktop
2022,207,2023-01-07,Orgânico,Desktop
2023,207,2024-09-03,Email,Mobile
2024,207,2023-04-22,Anúncio,Mobile
2025,207,2022-09-14,Email,Desktop
2026,208,2022-12-10,Orgânico,Mobile
2027,208,2023-01-26,Orgânico,Mobile
2028,208,2022-09-16,Email,Mobile
2029,208,2024-08-07,Email,Desktop
2030,209,2024-07-13,Orgânico,Mobile
2031,209,2023-02-12,Orgânico,Mobile
2032,209,2022-12-07,Redes Sociais,Desktop
2033,209,2023-10-13,Email,Mobile
2034,209,2024-11-28,Orgânico,Desktop
2035,209,2023-01-16,Orgânico,Mobile
2036,210,2024-07-04,Redes Sociais,Mobile
2037,210,2023-04-06,Redes Sociais,Desktop
2038,210,2023-07-28,Redes Sociais,Mobile
2039,210,2023-07-03,Anúncio,Mobile
2040,210,2022-01-26,Anúncio,Desktop
2041,210,2024-10-28,Orgânico,Mobile
2042,210,2023-06-17,Redes Sociais,Mobile
2043,210,2024-11-14,Redes Sociais,Mobile
2044,210,2024-08-02,Redes Sociais,Mobile
2045,210,2022-10-20,Orgânico,Desktop
2046,210,2023-03-07,Email,Mobile
2047,210,2023-02-02,Email,Mobile
2048,210,2023-08-19,Anúncio,Desktop
2049,210,2024-05-14,Email,Desktop
2050,210,2023-12-10,Anúncio,Desktop
2051,210,2024-01-17,Email,Mobile
2052,210,2023-07-04,Email,Desktop
2053,210,2024-07-30,Redes Sociais,Desktop
2054,211,2022-12-29,Anúncio,Mobile
2055,211,2022-09-28,Anúncio,Desktop
2056,211,2024-09-30,Email,Mobile
2057,211,2022-08-22,Redes Sociais,Desktop
2058,211,2022-01-27,Redes Sociais,Mobile
2059,211,2023-09-09,Orgânico,Desktop
2060,211,2022-11-15,Orgânico,Mobile
2061,211,2024-05-24,Redes Sociais,Mobile
2062,211,2022-07-16,Orgânico,Mobile
2063,211,2022-09-12,Orgânico,Desktop
2064,211,2022-12-02,Orgânico,Desktop
2065,211,2024-09-16,Email,Mobile
2066,212,2022-08-30,Orgânico,Desktop
2067,212,2024-01-27,Anúncio,Desktop
2068,213,2022-07-31,Email,Desktop
2069,213,2023-08-17,Redes Sociais,Mobile
